"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 27 10:03:19 GMT 2024","Wed Nov 27 10:03:22 GMT 2024","2373","tests","test_login_page","TestLoginPage","","","test_login_in_account[test2-tes2t]",""
"passed","Wed Nov 27 10:03:17 GMT 2024","Wed Nov 27 10:03:19 GMT 2024","2417","tests","test_login_page","TestLoginPage","","","test_login_in_account[test1-test1]",""
"passed","Wed Nov 27 10:03:14 GMT 2024","Wed Nov 27 10:03:16 GMT 2024","2463","tests","test_login_page","TestLoginPage","","","test_login_in_account[test-test]",""
