"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 27 10:18:43 GMT 2024","Wed Nov 27 10:18:45 GMT 2024","2291","tests","test_login_page","TestLoginPage","","","test_login_in_account[test2-tes2t]",""
"passed","Wed Nov 27 10:18:40 GMT 2024","Wed Nov 27 10:18:43 GMT 2024","2308","tests","test_login_page","TestLoginPage","","","test_login_in_account[test1-test1]",""
"passed","Wed Nov 27 10:18:38 GMT 2024","Wed Nov 27 10:18:40 GMT 2024","2441","tests","test_login_page","TestLoginPage","","","test_login_in_account[test-test]",""
