"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 27 10:33:18 GMT 2024","Wed Nov 27 10:33:20 GMT 2024","2411","tests","test_login_page","TestLoginPage","","","test_login_in_account[test-test]",""
"passed","Wed Nov 27 10:33:20 GMT 2024","Wed Nov 27 10:33:23 GMT 2024","2323","tests","test_login_page","TestLoginPage","","","test_login_in_account[test1-test1]",""
"passed","Wed Nov 27 10:33:23 GMT 2024","Wed Nov 27 10:33:25 GMT 2024","2388","tests","test_login_page","TestLoginPage","","","test_login_in_account[test2-tes2t]",""
